0001001EM1_201407.csv,1,BT3801(002L)01.00.00,,‰ñ˜H1R,‰ñ˜H1T,‰ñ˜H2R,‰ñ˜H2T,‰ñ˜H3R,‰ñ˜H3T,‰ñ˜H4R,‰ñ˜H4T,‰ñ˜H5R,‰ñ˜H5T,‰ñ˜H6R,‰ñ˜H6T,‰ñ˜H7R,‰ñ˜H7T,‰ñ˜H8R,‰ñ˜H8T,‰ñ˜H9R,‰ñ˜H9T,‰ñ˜H10R,‰ñ˜H10T,‰ñ˜H11R,‰ñ˜H11T,‰ñ˜H12R,‰ñ˜H12T,‰ñ˜H13R,‰ñ˜H13T,‰ñ˜H14R,‰ñ˜H14T,‰ñ˜H15R,‰ñ˜H15T,‰ñ˜H16R,‰ñ˜H16T
2014, 7, 4, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4, 6,   0.44,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4, 7,   1.83,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4, 8,   3.88,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4, 9,   6.71,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,10,   6.53,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,11,   7.78,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,12,   5.20,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,13,   6.75,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,14,   2.79,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,15,   2.03,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,16,   5.42,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,17,   2.93,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,18,   1.45,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,19,   0.26,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,20,   0.00,   0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,22,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,23,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 4,24,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5, 1,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5, 2,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5, 3,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5, 6,   0.38,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5, 7,   1.84,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5, 8,   1.92,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5, 9,   4.38,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,10,   5.05,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,11,   5.58,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,12,   7.17,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,13,   7.49,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,14,   8.12,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,15,   2.69,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,16,   3.63,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,17,   3.10,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,18,   1.48,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,19,   0.38,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,20,   0.00,   0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,22,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,23,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 5,24,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6, 1,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6, 2,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6, 3,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6, 6,   0.54,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6, 7,   2.34,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6, 8,   5.72,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6, 9,   7.55,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,10,   6.83,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,11,   8.49,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,12,   6.82,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,13,   6.19,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,14,   4.64,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,15,   2.81,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,16,   2.42,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,17,   1.46,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,18,   0.37,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,19,   0.15,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,20,   0.01,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,23,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 6,24,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7, 1,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7, 2,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7, 3,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7, 6,   0.02,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7, 7,   0.34,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7, 8,   4.14,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7, 9,   3.25,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,10,   6.34,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,11,   5.12,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,12,   7.19,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,13,   5.57,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,14,   4.11,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,15,   3.19,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,16,   1.82,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,17,   1.71,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,18,   0.79,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,19,   0.33,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,20,   0.01,   0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,23,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 7,24,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8, 1,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8, 2,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8, 3,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8, 6,   0.19,   0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8, 7,   0.78,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8, 8,   2.23,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8, 9,   2.77,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,10,   7.12,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,11,   7.38,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,12,   7.24,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,13,   6.30,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,14,   4.77,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,15,   6.12,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,16,   5.66,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,17,   4.23,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,18,   2.31,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,19,   0.52,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,20,   0.00,   0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,22,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,23,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 8,24,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9, 1,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9, 2,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9, 3,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9, 6,   0.42,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9, 7,   2.42,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9, 8,   4.29,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9, 9,   4.61,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,10,   2.84,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,11,   3.66,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,12,   3.16,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,13,   2.10,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,14,   1.48,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,15,   1.45,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,16,   1.08,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,17,   1.58,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,18,   1.74,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,19,   0.53,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,20,   0.01,   0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,21,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,23,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7, 9,24,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10, 1,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10, 2,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10, 3,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10, 4,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10, 6,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10, 7,   0.10,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10, 8,   0.42,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10, 9,   0.67,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,10,   1.62,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,11,   2.10,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,12,   1.37,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,13,   1.50,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,14,   1.82,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,15,   2.46,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,16,   1.75,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,17,   0.92,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,18,   1.50,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,19,   0.40,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,20,   0.00,   0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,21,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,23,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,10,24,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 1,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 2,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 3,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 4,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 5,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 6,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 7,   0.66,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 8,   2.19,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11, 9,   3.26,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,10,   3.83,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,11,   3.34,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,12,   5.79,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,13,   6.27,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,14,   8.61,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,15,   7.91,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 7,11,16,   7.24,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
