0001001EM1_201408.csv,1,BT3801(002L)01.00.00,,‰ñ˜H1R,‰ñ˜H1T,‰ñ˜H2R,‰ñ˜H2T,‰ñ˜H3R,‰ñ˜H3T,‰ñ˜H4R,‰ñ˜H4T,‰ñ˜H5R,‰ñ˜H5T,‰ñ˜H6R,‰ñ˜H6T,‰ñ˜H7R,‰ñ˜H7T,‰ñ˜H8R,‰ñ˜H8T,‰ñ˜H9R,‰ñ˜H9T,‰ñ˜H10R,‰ñ˜H10T,‰ñ˜H11R,‰ñ˜H11T,‰ñ˜H12R,‰ñ˜H12T,‰ñ˜H13R,‰ñ˜H13T,‰ñ˜H14R,‰ñ˜H14T,‰ñ˜H15R,‰ñ˜H15T,‰ñ˜H16R,‰ñ˜H16T
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
”N,ŒŽ,“ú,Žž,kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,13,20,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,13,21,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,13,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,13,23,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,13,24,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14, 1,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14, 2,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14, 3,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14, 4,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14, 6,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14, 7,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14, 8,   0.24,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14, 9,   1.66,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,10,   2.96,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,11,   5.36,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,12,   4.70,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,13,   5.70,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,14,   5.38,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,15,   3.69,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,16,   5.04,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,17,   2.35,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,18,   0.80,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,19,   0.05,   0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,20,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,21,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,22,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,23,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,14,24,   0.00,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15, 1,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15, 2,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15, 3,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15, 4,       ,       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15, 5,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15, 6,   0.01,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15, 7,   0.11,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15, 8,   2.75,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15, 9,   1.68,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15,10,   4.10,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15,11,   3.60,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15,12,   4.24,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15,13,   3.55,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014, 8,15,14,   4.42,   0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
